(562.5 421.875), (571.875 431.25)
(553.125 412.5), (562.5 421.875)
(553.125 421.875), (562.5 431.25)
(562.5 412.5), (571.875 421.875)
(571.875 421.875), (581.25 431.25)
(562.5 431.25), (581.25 450)
